le_index,we_index,length_class,numbers_length,length_unit,comments
18987,3832,26.5,1,cm below,
18988,3833,25.5,1,cm below,
18989,3834,38.5,1,cm below,
18990,3834,39.5,1,cm below,
18991,3834,41.5,1,cm below,
18992,3835,25.5,2,cm below,
18993,3835,26.5,5,cm below,
18994,3835,27.5,7,cm below,
18995,3835,28.5,2,cm below,
18996,3835,29.5,2,cm below,
18997,3836,23.5,1,cm below,
18998,3837,42.5,1,cm below,
18999,3838,30.5,1,cm below,
19000,3838,31.5,3,cm below,
19001,3838,32.5,2,cm below,
19002,3838,33.5,3,cm below,
19003,3839,26.5,1,cm below,
19004,3840,35.5,1,cm below,
19005,3840,36.5,2,cm below,
19006,3840,38.5,1,cm below,
19007,3840,39.5,1,cm below,
19008,3840,40.5,1,cm below,
19009,3840,43.5,1,cm below,
19010,3840,46.5,1,cm below,
19011,3840,57.5,2,cm below,
19012,3840,58.5,2,cm below,
19013,3840,60.5,5,cm below,
19014,3840,61.5,2,cm below,
19015,3840,62.5,1,cm below,
19016,3840,63.5,3,cm below,
19017,3840,64.5,3,cm below,
19018,3840,65.5,2,cm below,
19019,3840,66.5,6,cm below,
19020,3840,67.5,15,cm below,
19021,3840,68.5,7,cm below,
19022,3840,69.5,5,cm below,
19023,3840,70.5,5,cm below,
19024,3840,71.5,5,cm below,
19025,3840,72.5,3,cm below,
19026,3840,73.5,1,cm below,
19027,3840,74.5,1,cm below,
19028,3840,75.5,1,cm below,
19029,3840,76.5,1,cm below,
19030,3841,30.5,1,cm below,
19031,3843,33.5,3,cm below,
19032,3843,35.5,1,cm below,
19033,3843,37.5,1,cm below,
19034,3843,38.5,1,cm below,
19035,3843,39.5,2,cm below,
19036,3843,40.5,1,cm below,
19037,3843,41.5,1,cm below,
19038,3843,42.5,1,cm below,
19039,3843,51.5,1,cm below,
19040,3844,28.5,1,cm below,
19041,3844,30.5,4,cm below,
19042,3844,31.5,15,cm below,
19043,3844,32.5,11,cm below,
19044,3844,33.5,27,cm below,
19045,3844,34.5,26,cm below,
19046,3844,35.5,34,cm below,
19047,3844,36.5,18,cm below,
19048,3844,37.5,18,cm below,
19049,3844,38.5,4,cm below,
19050,3844,39.5,5,cm below,
19051,3844,40.5,2,cm below,
19052,3844,41.5,3,cm below,
19053,3844,42.5,2,cm below,
19054,3844,43.5,1,cm below,
19055,3844,44.5,1,cm below,
19056,3844,49.5,1,cm below,
19057,3844,51.5,1,cm below,
19058,3845,32.5,2,cm below,
19059,3845,33.5,1,cm below,
19060,3845,46.5,2,cm below,
19061,3846,24.5,1,cm below,
19062,3846,30.5,1,cm below,
19063,3846,31.5,2,cm below,
19064,3846,32.5,3,cm below,
19065,3846,33.5,2,cm below,
19066,3846,34.5,4,cm below,
19067,3847,20.5,1,cm below,
19068,3847,23.5,1,cm below,
19069,3847,25.5,1,cm below,
19070,3847,26.5,4,cm below,
19071,3847,27.5,5,cm below,
19072,3847,28.5,2,cm below,
19073,3847,29.5,2,cm below,
19074,3847,33.5,1,cm below,
19075,3850,45.5,1,cm below,
19076,3851,59.5,1,cm below,
19077,3852,36.5,1,cm below,
19078,3852,38.5,1,cm below,
19079,3852,40.5,1,cm below,
19080,3852,41.5,1,cm below,
19081,3852,42.5,4,cm below,
19082,3852,43.5,8,cm below,
19083,3852,44.5,9,cm below,
19084,3852,45.5,17,cm below,
19085,3852,46.5,26,cm below,
19086,3852,47.5,28,cm below,
19087,3852,48.5,20,cm below,
19088,3852,49.5,13,cm below,
19089,3852,50.5,14,cm below,
19090,3852,51.5,5,cm below,
19091,3852,52.5,9,cm below,
19092,3852,53.5,3,cm below,
19093,3852,54.5,3,cm below,
19094,3852,55.5,3,cm below,
19095,3852,56.5,3,cm below,
19096,3852,57.5,2,cm below,
19097,3852,59.5,1,cm below,
19098,3852,60.5,2,cm below,
19099,3852,61.5,1,cm below,
19100,3852,62.5,1,cm below,
19101,3853,26.5,1,cm below,
19102,3853,36.5,1,cm below,
19103,3856,26.5,1,cm below,
19104,3856,27.5,1,cm below,
19105,3856,28.5,1,cm below,
19106,3856,29.5,1,cm below,
19107,3856,30.5,1,cm below,
19108,3856,31.5,1,cm below,
19109,3856,32.5,1,cm below,
19110,3856,33.5,2,cm below,
19111,3856,37.5,1,cm below,
19112,3856,38.5,1,cm below,
19113,3859,35.5,1,cm below,
19114,3859,36.5,1,cm below,
19115,3859,37.5,1,cm below,
19116,3859,38.5,1,cm below,
19117,3860,34.5,1,cm below,
19118,3872,19.5,1,cm below,
19119,3872,20.5,3,cm below,
19120,3872,21.5,3,cm below,
19121,3872,22.5,2,cm below,
19122,3872,23.5,1,cm below,
19123,3873,24.5,1,cm below,
19124,3873,25.5,1,cm below,
19125,3873,26.5,1,cm below,
19126,3873,27.5,2,cm below,
19127,3873,28.5,1,cm below,
19128,3873,29.5,2,cm below,
19129,3873,30.5,1,cm below,
19130,3873,31.5,2,cm below,
19131,3873,32.5,1,cm below,
19132,3873,33.5,1,cm below,
19133,3873,35.5,3,cm below,
19134,3873,36.5,1,cm below,
19135,3873,39.5,1,cm below,
19136,3873,41.5,1,cm below,
19137,3874,19.5,1,cm below,
19138,3874,20.5,3,cm below,
19139,3874,21.5,3,cm below,
19140,3874,22.5,1,cm below,
19141,3874,23.5,3,cm below,
19142,3874,24.5,1,cm below,
19143,3876,27.5,1,cm below,
19144,3876,29.5,1,cm below,
19145,3879,32.5,1,cm below,
19146,3862,35.5,2,cm below,
19147,3862,37.5,1,cm below,
19148,3862,41.5,1,cm below,
19149,3862,46.5,3,cm below,
19150,3862,47.5,2,cm below,
19151,3862,49.5,1,cm below,
19152,3862,50.5,1,cm below,
19153,3862,56.5,1,cm below,
19154,3862,59.5,1,cm below,
19155,3862,62.5,1,cm below,
19156,3862,68.5,1,cm below,
19157,3862,70.5,1,cm below,
19158,3862,71.5,4,cm below,
19159,3862,72.5,2,cm below,
19160,3862,73.5,1,cm below,
19161,3862,74.5,1,cm below,
19162,3862,78.5,1,cm below,
19163,3862,80.5,1,cm below,
19164,3863,26.5,1,cm below,
19165,3863,27.5,1,cm below,
19166,3863,28.5,3,cm below,
19167,3863,29.5,3,cm below,
19168,3863,31.5,2,cm below,
19169,3863,32.5,2,cm below,
19170,3863,33.5,1,cm below,
19171,3863,34.5,2,cm below,
19172,3863,36.5,1,cm below,
19173,3863,37.5,2,cm below,
19174,3866,26.5,1,cm below,
19175,3866,27.5,3,cm below,
19176,3866,28.5,2,cm below,
19177,3866,29.5,4,cm below,
19178,3866,30.5,11,cm below,
19179,3866,31.5,6,cm below,
19180,3866,32.5,24,cm below,
19181,3866,33.5,18,cm below,
19182,3866,34.5,22,cm below,
19183,3866,35.5,23,cm below,
19184,3866,36.5,13,cm below,
19185,3866,37.5,6,cm below,
19186,3866,38.5,11,cm below,
19187,3866,39.5,3,cm below,
19188,3866,40.5,3,cm below,
19189,3866,41.5,1,cm below,
19190,3866,42.5,1,cm below,
19191,3866,43.5,3,cm below,
19192,3866,46.5,1,cm below,
19193,3866,51.5,1,cm below,
19194,3867,32.5,1,cm below,
19195,3867,33.5,1,cm below,
19196,3867,43.5,1,cm below,
19197,3867,44.5,1,cm below,
19198,3868,30.5,1,cm below,
19199,3868,31.5,1,cm below,
19200,3868,32.5,3,cm below,
19201,3868,33.5,6,cm below,
19202,3868,34.5,1,cm below,
19203,3868,38.5,2,cm below,
19204,3868,39.5,1,cm below,
19205,3868,40.5,1,cm below,
19206,3868,41.5,1,cm below,
19207,3868,52.5,1,cm below,
19208,3882,20.5,1,cm below,
19209,3882,21.5,1,cm below,
19210,3882,22.5,1,cm below,
19211,3882,23.5,1,cm below,
19212,3882,27.5,1,cm below,
19213,3882,29.5,2,cm below,
19214,3882,30.5,2,cm below,
19215,3882,32.5,2,cm below,
19216,3883,30.5,1,cm below,
19217,3883,35.5,1,cm below,
19218,3887,54.5,1,cm below,
19219,3887,55.5,2,cm below,
19220,3887,57.5,2,cm below,
19221,3887,58.5,3,cm below,
19222,3887,59.5,5,cm below,
19223,3887,60.5,6,cm below,
19224,3887,61.5,6,cm below,
19225,3887,62.5,12,cm below,
19226,3887,63.5,10,cm below,
19227,3887,64.5,6,cm below,
19228,3887,65.5,8,cm below,
19229,3887,66.5,4,cm below,
19230,3887,67.5,6,cm below,
19231,3887,68.5,6,cm below,
19232,3887,70.5,1,cm below,
19233,3887,71.5,3,cm below,
19234,3887,72.5,2,cm below,
19235,3887,73.5,2,cm below,
19236,3887,74.5,2,cm below,
19237,3887,79.5,1,cm below,
19238,3888,26.5,1,cm below,
19239,3888,27.5,4,cm below,
19240,3888,28.5,4,cm below,
19241,3888,29.5,3,cm below,
19242,3888,30.5,3,cm below,
19243,3888,31.5,2,cm below,
19244,3888,32.5,3,cm below,
19245,3888,33.5,2,cm below,
19246,3888,34.5,1,cm below,
19247,3888,35.5,1,cm below,
19248,3888,36.5,2,cm below,
19249,3888,39.5,1,cm below,
19250,3890,32.5,4,cm below,
19251,3890,33.5,3,cm below,
19252,3890,34.5,8,cm below,
19253,3890,35.5,10,cm below,
19254,3890,36.5,16,cm below,
19255,3890,37.5,12,cm below,
19256,3890,38.5,7,cm below,
19257,3890,39.5,5,cm below,
19258,3890,40.5,4,cm below,
19259,3890,41.5,3,cm below,
19260,3890,42.5,4,cm below,
19261,3890,43.5,1,cm below,
19262,3890,44.5,1,cm below,
19263,3890,45.5,2,cm below,
19264,3890,47.5,2,cm below,
19265,3891,28.5,3,cm below,
19266,3891,29.5,9,cm below,
19267,3891,30.5,8,cm below,
19268,3891,31.5,21,cm below,
19269,3891,32.5,21,cm below,
19270,3891,33.5,44,cm below,
19271,3891,34.5,42,cm below,
19272,3891,35.5,31,cm below,
19273,3891,36.5,31,cm below,
19274,3891,37.5,22,cm below,
19275,3891,38.5,11,cm below,
19276,3891,39.5,11,cm below,
19277,3891,40.5,6,cm below,
19278,3891,41.5,7,cm below,
19279,3891,42.5,3,cm below,
19280,3891,43.5,4,cm below,
19281,3891,44.5,5,cm below,
19282,3891,45.5,1,cm below,
19283,3891,46.5,1,cm below,
19284,3891,48.5,1,cm below,
19285,3891,49.5,1,cm below,
19286,3893,29.5,1,cm below,
19287,3893,30.5,1,cm below,
19288,3893,32.5,1,cm below,
19289,3893,34.5,1,cm below,
19290,3895,24.5,1,cm below,
19291,3895,26.5,1,cm below,
19292,3895,27.5,2,cm below,
19293,3895,28.5,2,cm below,
19294,3895,29.5,2,cm below,
19295,3895,30.5,1,cm below,
19296,3895,31.5,1,cm below,
19297,3897,25.5,1,cm below,
19298,3898,26.5,1,cm below,
19299,3898,28.5,1,cm below,
19300,3899,35.5,8,cm below,
19301,3899,36.5,14,cm below,
19302,3899,37.5,8,cm below,
19303,3899,38.5,7,cm below,
19304,3899,39.5,13,cm below,
19305,3899,40.5,10,cm below,
19306,3899,41.5,10,cm below,
19307,3899,42.5,9,cm below,
19308,3899,43.5,13,cm below,
19309,3899,44.5,18,cm below,
19310,3899,45.5,12,cm below,
19311,3899,46.5,14,cm below,
19312,3899,47.5,7,cm below,
19313,3899,48.5,5,cm below,
19314,3899,49.5,6,cm below,
19315,3899,50.5,5,cm below,
19316,3899,51.5,5,cm below,
19317,3899,52.5,5,cm below,
19318,3899,53.5,5,cm below,
19319,3899,54.5,7,cm below,
19320,3899,55.5,4,cm below,
19321,3899,56.5,5,cm below,
19322,3899,57.5,4,cm below,
19323,3899,58.5,4,cm below,
19324,3899,59.5,4,cm below,
19325,3899,60.5,6,cm below,
19326,3899,61.5,3,cm below,
19327,3899,62.5,4,cm below,
19328,3899,63.5,3,cm below,
19329,3899,64.5,3,cm below,
19330,3899,65.5,1,cm below,
19331,3899,66.5,3,cm below,
19332,3899,67.5,1,cm below,
19333,3899,71.5,2,cm below,
19334,3899,72.5,1,cm below,
19335,3899,73.5,1,cm below,
19336,3899,77.5,1,cm below,
19337,3900,25.5,14,cm below,
19338,3900,26.5,22,cm below,
19339,3900,27.5,27,cm below,
19340,3900,28.5,38,cm below,
19341,3900,29.5,32,cm below,
19342,3900,30.5,14,cm below,
19343,3900,31.5,9,cm below,
19344,3900,32.5,8,cm below,
19345,3900,33.5,6,cm below,
19346,3900,34.5,6,cm below,
19347,3901,37.5,1,cm below,
19348,3901,39.5,1,cm below,
19349,3901,41.5,1,cm below,
19350,3902,26.5,3,cm below,
19351,3902,27.5,5,cm below,
19352,3902,28.5,9,cm below,
19353,3902,29.5,8,cm below,
19354,3902,30.5,14,cm below,
19355,3902,31.5,9,cm below,
19356,3902,32.5,9,cm below,
19357,3902,33.5,15,cm below,
19358,3902,34.5,7,cm below,
19359,3902,35.5,6,cm below,
19360,3902,36.5,5,cm below,
19361,3902,37.5,4,cm below,
19362,3902,38.5,3,cm below,
19363,3902,39.5,8,cm below,
19364,3902,40.5,2,cm below,
19365,3902,41.5,1,cm below,
19366,3902,42.5,1,cm below,
19367,3902,43.5,2,cm below,
19368,3902,46.5,1,cm below,
19369,3903,27.5,4,cm below,
19370,3903,28.5,9,cm below,
19371,3903,29.5,15,cm below,
19372,3903,30.5,13,cm below,
19373,3903,31.5,14,cm below,
19374,3903,32.5,9,cm below,
19375,3903,33.5,12,cm below,
19376,3903,34.5,20,cm below,
19377,3903,35.5,21,cm below,
19378,3903,36.5,18,cm below,
19379,3903,37.5,15,cm below,
19380,3903,38.5,9,cm below,
19381,3903,39.5,7,cm below,
19382,3903,40.5,7,cm below,
19383,3903,41.5,5,cm below,
19384,3903,42.5,6,cm below,
19385,3903,43.5,4,cm below,
19386,3903,44.5,3,cm below,
19387,3903,47.5,1,cm below,
19388,3904,30.5,2,cm below,
19389,3904,31.5,3,cm below,
19390,3904,32.5,3,cm below,
19391,3904,33.5,9,cm below,
19392,3904,34.5,13,cm below,
19393,3905,23.5,1,cm below,
19394,3905,24.5,6,cm below,
19395,3906,26.5,2,cm below,
19396,3906,28.5,2,cm below,
19397,3906,31.5,2,cm below,
19398,3907,23.5,1,cm below,
19399,3908,23.5,1,cm below,
19400,3908,25.5,1,cm below,
19401,3909,35.5,2,cm below,
19402,3909,37.5,2,cm below,
19403,3909,39.5,2,cm below,
19404,3909,40.5,1,cm below,
19405,3909,41.5,1,cm below,
19406,3910,25.5,1,cm below,
19407,3910,26.5,1,cm below,
19408,3911,38.5,4,cm below,
19409,3911,39.5,4,cm below,
19410,3911,40.5,3,cm below,
19411,3911,41.5,7,cm below,
19412,3911,42.5,2,cm below,
19413,3911,43.5,8,cm below,
19414,3911,44.5,6,cm below,
19415,3911,45.5,8,cm below,
19416,3911,46.5,9,cm below,
19417,3911,47.5,7,cm below,
19418,3911,48.5,5,cm below,
19419,3911,49.5,6,cm below,
19420,3911,50.5,4,cm below,
19421,3911,51.5,8,cm below,
19422,3911,52.5,4,cm below,
19423,3911,53.5,8,cm below,
19424,3911,54.5,10,cm below,
19425,3911,55.5,8,cm below,
19426,3911,56.5,8,cm below,
19427,3911,57.5,12,cm below,
19428,3911,58.5,11,cm below,
19429,3911,59.5,11,cm below,
19430,3911,60.5,13,cm below,
19431,3911,61.5,13,cm below,
19432,3911,62.5,10,cm below,
19433,3911,63.5,11,cm below,
19434,3911,64.5,9,cm below,
19435,3911,65.5,10,cm below,
19436,3911,66.5,4,cm below,
19437,3911,67.5,3,cm below,
19438,3911,68.5,3,cm below,
19439,3911,69.5,5,cm below,
19440,3911,70.5,3,cm below,
19441,3911,71.5,6,cm below,
19442,3911,72.5,4,cm below,
19443,3911,73.5,2,cm below,
19444,3911,74.5,2,cm below,
19445,3911,75.5,2,cm below,
19446,3911,77.5,1,cm below,
19447,3911,78.5,1,cm below,
19448,3911,79.5,3,cm below,
19449,3911,83.5,1,cm below,
19450,3911,89.5,1,cm below,
19451,3911,97.5,1,cm below,
19452,3912,25.5,5,cm below,
19453,3912,26.5,15,cm below,
19454,3912,27.5,13,cm below,
19455,3912,28.5,18,cm below,
19456,3912,29.5,13,cm below,
19457,3912,30.5,12,cm below,
19458,3912,31.5,5,cm below,
19459,3912,32.5,7,cm below,
19460,3912,33.5,4,cm below,
19461,3912,34.5,3,cm below,
19462,3912,36.5,1,cm below,
19463,3913,36.5,2,cm below,
19464,3913,38.5,1,cm below,
19465,3914,28.5,1,cm below,
19466,3914,29.5,8,cm below,
19467,3914,30.5,13,cm below,
19468,3914,31.5,8,cm below,
19469,3914,32.5,7,cm below,
19470,3914,33.5,13,cm below,
19471,3914,34.5,13,cm below,
19472,3914,35.5,15,cm below,
19473,3914,36.5,8,cm below,
19474,3914,37.5,5,cm below,
19475,3914,38.5,8,cm below,
19476,3914,39.5,3,cm below,
19477,3914,41.5,2,cm below,
19478,3914,42.5,1,cm below,
19479,3914,43.5,1,cm below,
19480,3915,26.5,1,cm below,
19481,3915,27.5,4,cm below,
19482,3915,28.5,7,cm below,
19483,3915,29.5,9,cm below,
19484,3915,30.5,7,cm below,
19485,3915,31.5,14,cm below,
19486,3915,32.5,20,cm below,
19487,3915,33.5,15,cm below,
19488,3915,34.5,18,cm below,
19489,3915,35.5,17,cm below,
19490,3915,36.5,12,cm below,
19491,3915,37.5,7,cm below,
19492,3915,38.5,11,cm below,
19493,3915,39.5,2,cm below,
19494,3915,40.5,2,cm below,
19495,3915,41.5,2,cm below,
19496,3915,42.5,4,cm below,
19497,3915,43.5,1,cm below,
19498,3915,44.5,1,cm below,
19499,3915,45.5,2,cm below,
19500,3915,46.5,2,cm below,
19501,3916,38.5,1,cm below,
19502,3916,41.5,1,cm below,
19503,3917,34.5,1,cm below,
19504,3917,39.5,1,cm below,
19505,3918,28.5,1,cm below,
19506,3918,30.5,2,cm below,
19507,3918,31.5,5,cm below,
19508,3918,32.5,2,cm below,
19509,3918,33.5,5,cm below,
19510,3918,34.5,2,cm below,
19511,3920,28.5,1,cm below,
19512,3920,31.5,1,cm below,
19513,3920,33.5,1,cm below,
19514,3920,34.5,1,cm below,
19515,3924,25.5,1,cm below,
19516,3924,26.5,1,cm below,
19517,3924,29.5,1,cm below,
19518,3926,41.5,1,cm below,
19519,3926,42.5,3,cm below,
19520,3926,44.5,1,cm below,
19521,3926,46.5,2,cm below,
19522,3926,48.5,1,cm below,
19523,3926,51.5,1,cm below,
19524,3926,55.5,1,cm below,
19525,3926,56.5,3,cm below,
19526,3926,59.5,1,cm below,
19527,3926,60.5,4,cm below,
19528,3926,61.5,2,cm below,
19529,3926,63.5,2,cm below,
19530,3926,64.5,1,cm below,
19531,3926,65.5,5,cm below,
19532,3926,66.5,1,cm below,
19533,3926,67.5,1,cm below,
19534,3926,68.5,4,cm below,
19535,3926,69.5,5,cm below,
19536,3926,70.5,4,cm below,
19537,3926,71.5,2,cm below,
19538,3926,72.5,1,cm below,
19539,3926,73.5,4,cm below,
19540,3926,74.5,1,cm below,
19541,3926,75.5,2,cm below,
19542,3926,76.5,1,cm below,
19543,3926,77.5,1,cm below,
19544,3926,78.5,2,cm below,
19545,3926,86.5,1,cm below,
19546,3926,88.5,1,cm below,
19547,3927,25.5,1,cm below,
19548,3927,27.5,2,cm below,
19549,3927,28.5,4,cm below,
19550,3927,29.5,2,cm below,
19551,3927,30.5,7,cm below,
19552,3927,31.5,6,cm below,
19553,3927,32.5,3,cm below,
19554,3927,33.5,2,cm below,
19555,3927,35.5,2,cm below,
19556,3927,36.5,2,cm below,
19557,3927,37.5,1,cm below,
19558,3927,38.5,2,cm below,
19559,3928,27.5,2,cm below,
19560,3928,28.5,1,cm below,
19561,3928,29.5,2,cm below,
19562,3928,30.5,3,cm below,
19563,3928,31.5,5,cm below,
19564,3928,32.5,8,cm below,
19565,3928,33.5,20,cm below,
19566,3928,34.5,19,cm below,
19567,3928,35.5,19,cm below,
19568,3928,36.5,29,cm below,
19569,3928,37.5,19,cm below,
19570,3928,38.5,13,cm below,
19571,3928,39.5,9,cm below,
19572,3928,40.5,13,cm below,
19573,3928,41.5,5,cm below,
19574,3928,42.5,2,cm below,
19575,3928,43.5,3,cm below,
19576,3928,44.5,1,cm below,
19577,3928,45.5,2,cm below,
19578,3928,47.5,1,cm below,
19579,3929,27.5,2,cm below,
19580,3929,29.5,1,cm below,
19581,3929,30.5,3,cm below,
19582,3929,31.5,7,cm below,
19583,3929,32.5,8,cm below,
19584,3929,33.5,16,cm below,
19585,3929,34.5,19,cm below,
19586,3929,35.5,17,cm below,
19587,3929,36.5,17,cm below,
19588,3929,37.5,10,cm below,
19589,3929,38.5,8,cm below,
19590,3929,39.5,12,cm below,
19591,3929,40.5,8,cm below,
19592,3929,41.5,2,cm below,
19593,3929,42.5,3,cm below,
19594,3929,43.5,4,cm below,
19595,3929,44.5,3,cm below,
19596,3929,45.5,2,cm below,
19597,3930,31.5,1,cm below,
19598,3930,32.5,2,cm below,
19599,3930,33.5,1,cm below,
19600,3930,35.5,1,cm below,
19601,3930,36.5,1,cm below,
19602,3930,37.5,1,cm below,
19603,3930,38.5,1,cm below,
19604,3930,39.5,2,cm below,
19605,3930,48.5,1,cm below,
19606,3931,36.5,1,cm below,
19607,3933,27.5,1,cm below,
19608,3933,30.5,1,cm below,
19609,3933,34.5,1,cm below,
19610,3936,25.5,1,cm below,
19611,3937,28.5,2,cm below,
19612,3939,30.5,3,cm below,
19613,3939,31.5,1,cm below,
19614,3939,32.5,3,cm below,
19615,3939,33.5,3,cm below,
19616,3939,34.5,1,cm below,
19617,3939,36.5,5,cm below,
19618,3939,38.5,1,cm below,
19619,3941,46.5,1,cm below,
19620,3942,33.5,2,cm below,
19621,3942,34.5,1,cm below,
19622,3942,36.5,1,cm below,
19623,3947,48.5,1,cm below,
19624,3947,53.5,1,cm below,
19625,3947,59.5,1,cm below,
19626,3947,64.5,1,cm below,
19627,3947,66.5,1,cm below,
19628,3947,67.5,1,cm below,
19629,3948,29.5,1,cm below,
19630,3948,30.5,4,cm below,
19631,3948,31.5,3,cm below,
19632,3948,34.5,1,cm below,
19633,3949,34.5,1,cm below,
19634,3949,35.5,1,cm below,
19635,3950,30.5,1,cm below,
19636,3950,31.5,4,cm below,
19637,3950,32.5,8,cm below,
19638,3950,34.5,4,cm below,
19639,3950,35.5,3,cm below,
19640,3950,36.5,2,cm below,
19641,3950,37.5,4,cm below,
19642,3950,38.5,1,cm below,
19643,3950,39.5,4,cm below,
19644,3950,40.5,3,cm below,
19645,3950,41.5,3,cm below,
19646,3950,42.5,1,cm below,
19647,3950,43.5,1,cm below,
19648,3950,45.5,1,cm below,
19649,3950,52.5,1,cm below,
19650,3951,37.5,1,cm below,
19651,3951,43.5,1,cm below,
19652,3951,52.5,1,cm below,
19653,3953,22.5,1,cm below,
19654,3955,29.5,2,cm below,
19655,3957,25.75,1,1/2 cm,
19656,3957,26.25,4,1/2 cm,
19657,3957,26.75,11,1/2 cm,
19658,3957,27.25,31,1/2 cm,
19659,3957,27.75,46,1/2 cm,
19660,3957,28.25,50,1/2 cm,
19661,3957,28.75,67,1/2 cm,
19662,3957,29.25,48,1/2 cm,
19663,3957,29.75,36,1/2 cm,
19664,3957,30.25,38,1/2 cm,
19665,3957,30.75,23,1/2 cm,
19666,3957,31.25,11,1/2 cm,
19667,3957,31.75,8,1/2 cm,
19668,3957,32.75,1,1/2 cm,
19669,3960,9.75,5,1/2 cm,
19670,3960,10.25,6,1/2 cm,
19671,3960,10.75,14,1/2 cm,
19672,3960,11.25,31,1/2 cm,
19673,3960,11.75,59,1/2 cm,
19674,3960,12.25,47,1/2 cm,
19675,3960,12.75,37,1/2 cm,
19676,3960,13.25,26,1/2 cm,
19677,3960,13.75,9,1/2 cm,
19678,3960,14.25,6,1/2 cm,
19679,3960,14.75,4,1/2 cm,
19680,3964,7.75,2,1/2 cm,
19681,3964,8.25,10,1/2 cm,
19682,3964,8.75,3,1/2 cm,
19683,3964,9.25,5,1/2 cm,
19684,3964,9.75,11,1/2 cm,
19685,3964,10.25,32,1/2 cm,
19686,3964,10.75,72,1/2 cm,
19687,3964,11.25,77,1/2 cm,
19688,3964,11.75,52,1/2 cm,
19689,3964,12.25,28,1/2 cm,
19690,3964,12.75,12,1/2 cm,
19691,3964,13.25,5,1/2 cm,
19692,3964,13.75,2,1/2 cm,
19693,3967,7.75,5,1/2 cm,
19694,3967,8.25,7,1/2 cm,
19695,3967,8.75,8,1/2 cm,
19696,3967,9.25,2,1/2 cm,
19697,3967,9.75,12,1/2 cm,
19698,3967,10.25,42,1/2 cm,
19699,3967,10.75,60,1/2 cm,
19700,3967,11.25,60,1/2 cm,
19701,3967,11.75,40,1/2 cm,
19702,3967,12.25,27,1/2 cm,
19703,3967,12.75,17,1/2 cm,
19704,3967,13.25,4,1/2 cm,
19705,3967,13.75,2,1/2 cm,
19706,3970,9.25,2,1/2 cm,
19707,3970,9.75,4,1/2 cm,
19708,3970,10.25,2,1/2 cm,
19709,3970,10.75,11,1/2 cm,
19710,3970,11.25,50,1/2 cm,
19711,3970,11.75,73,1/2 cm,
19712,3970,12.25,62,1/2 cm,
19713,3970,12.75,31,1/2 cm,
19714,3970,13.25,28,1/2 cm,
19715,3970,13.75,9,1/2 cm,
19716,3970,14.25,3,1/2 cm,
19717,3970,14.75,1,1/2 cm,
19718,3974,7.75,2,1/2 cm,
19719,3974,8.25,6,1/2 cm,
19720,3974,8.75,7,1/2 cm,
19721,3974,9.25,2,1/2 cm,
19722,3974,9.75,4,1/2 cm,
19723,3974,10.25,22,1/2 cm,
19724,3974,10.75,38,1/2 cm,
19725,3974,11.25,71,1/2 cm,
19726,3974,11.75,52,1/2 cm,
19727,3974,12.25,22,1/2 cm,
19728,3974,12.75,10,1/2 cm,
19729,3974,13.25,5,1/2 cm,
19730,3974,13.75,3,1/2 cm,
19731,3978,7.75,3,1/2 cm,
19732,3978,8.25,5,1/2 cm,
19733,3978,8.75,2,1/2 cm,
19734,3978,9.25,2,1/2 cm,
19735,3978,9.75,5,1/2 cm,
19736,3978,10.25,32,1/2 cm,
19737,3978,10.75,87,1/2 cm,
19738,3978,11.25,106,1/2 cm,
19739,3978,11.75,60,1/2 cm,
19740,3978,12.25,28,1/2 cm,
19741,3978,12.75,3,1/2 cm,
19742,3981,7.25,1,1/2 cm,
19743,3981,7.75,3,1/2 cm,
19744,3981,8.25,23,1/2 cm,
19745,3981,8.75,23,1/2 cm,
19746,3981,9.25,6,1/2 cm,
19747,3981,9.75,10,1/2 cm,
19748,3981,10.25,33,1/2 cm,
19749,3981,10.75,56,1/2 cm,
19750,3981,11.25,53,1/2 cm,
19751,3981,11.75,25,1/2 cm,
19752,3981,12.25,9,1/2 cm,
19753,3981,12.75,7,1/2 cm,
19754,3981,13.75,1,1/2 cm,
19755,3984,8.75,2,1/2 cm,
19756,3984,9.25,3,1/2 cm,
19757,3984,9.75,6,1/2 cm,
19758,3984,10.25,3,1/2 cm,
19759,3984,10.75,26,1/2 cm,
19760,3984,11.25,64,1/2 cm,
19761,3984,11.75,101,1/2 cm,
19762,3984,12.25,92,1/2 cm,
19763,3984,12.75,51,1/2 cm,
19764,3984,13.25,26,1/2 cm,
19765,3984,13.75,9,1/2 cm,
19766,3984,14.25,2,1/2 cm,
19767,3988,7.75,2,1/2 cm,
19768,3988,8.25,9,1/2 cm,
19769,3988,8.75,14,1/2 cm,
19770,3988,9.25,5,1/2 cm,
19771,3988,9.75,20,1/2 cm,
19772,3988,10.25,51,1/2 cm,
19773,3988,10.75,84,1/2 cm,
19774,3988,11.25,65,1/2 cm,
19775,3988,11.75,24,1/2 cm,
19776,3988,12.25,7,1/2 cm,
19777,3988,12.75,7,1/2 cm,
19778,3988,13.25,2,1/2 cm,
19779,3988,13.75,2,1/2 cm,
19780,3992,7.25,1,1/2 cm,
19781,3992,7.75,12,1/2 cm,
19782,3992,8.25,16,1/2 cm,
19783,3992,8.75,15,1/2 cm,
19784,3992,9.25,3,1/2 cm,
