le_index,we_index,length_class,numbers_length,length_unit,comments
9312,1766,21.5,1,cm below,
9313,1766,22.5,2,cm below,
9314,1766,24.5,1,cm below,
9315,1766,25.5,2,cm below,
9316,1766,26.5,5,cm below,
9317,1766,27.5,9,cm below,
9318,1766,28.5,2,cm below,
9319,1766,29.5,5,cm below,
9320,1766,30.5,2,cm below,
9321,1766,31.5,2,cm below,
9322,1766,32.5,2,cm below,
9323,1766,33.5,3,cm below,
9324,1766,35.5,2,cm below,
9325,1766,37.5,1,cm below,
9326,1766,42.5,1,cm below,
9327,1767,24.5,1,cm below,
9328,1768,18.5,2,cm below,
9329,1768,20.5,1,cm below,
9330,1768,21.5,4,cm below,
9331,1768,22.5,18,cm below,
9332,1768,23.5,16,cm below,
9333,1768,24.5,23,cm below,
9334,1768,25.5,46,cm below,
9335,1769,35.5,11,cm below,
9336,1769,36.5,6,cm below,
9337,1769,37.5,7,cm below,
9338,1769,38.5,7,cm below,
9339,1769,39.5,4,cm below,
9340,1769,40.5,5,cm below,
9341,1769,41.5,3,cm below,
9342,1769,42.5,8,cm below,
9343,1769,43.5,2,cm below,
9344,1769,44.5,5,cm below,
9345,1769,45.5,4,cm below,
9346,1769,46.5,1,cm below,
9347,1769,47.5,4,cm below,
9348,1769,49.5,1,cm below,
9349,1769,50.5,1,cm below,
9350,1769,51.5,1,cm below,
9351,1769,52.5,2,cm below,
9352,1769,53.5,1,cm below,
9353,1769,56.5,1,cm below,
9354,1769,57.5,1,cm below,
9355,1769,60.5,1,cm below,
9356,1769,62.5,1,cm below,
9357,1769,65.5,2,cm below,
9358,1769,66.5,2,cm below,
9359,1769,71.5,1,cm below,
9360,1769,81.5,1,cm below,
9361,1770,25.5,17,cm below,
9362,1770,26.5,21,cm below,
9363,1770,27.5,17,cm below,
9364,1770,28.5,13,cm below,
9365,1770,29.5,4,cm below,
9366,1770,30.5,2,cm below,
9367,1770,31.5,1,cm below,
9368,1771,35.5,1,cm below,
9369,1771,37.5,1,cm below,
9370,1772,25.5,1,cm below,
9371,1772,26.5,1,cm below,
9372,1772,27.5,5,cm below,
9373,1772,28.5,3,cm below,
9374,1772,29.5,3,cm below,
9375,1772,32.5,1,cm below,
9376,1772,33.5,6,cm below,
9377,1772,34.5,3,cm below,
9378,1772,35.5,1,cm below,
9379,1772,36.5,2,cm below,
9380,1772,38.5,1,cm below,
9381,1773,26.5,24,cm below,
9382,1773,27.5,29,cm below,
9383,1773,28.5,16,cm below,
9384,1773,29.5,17,cm below,
9385,1773,30.5,11,cm below,
9386,1773,31.5,9,cm below,
9387,1773,32.5,6,cm below,
9388,1773,33.5,8,cm below,
9389,1773,34.5,5,cm below,
9390,1773,35.5,5,cm below,
9391,1773,36.5,3,cm below,
9392,1773,37.5,1,cm below,
9393,1773,38.5,3,cm below,
9394,1773,39.5,1,cm below,
9395,1773,45.5,1,cm below,
9396,1774,23.5,1,cm below,
9397,1774,24.5,3,cm below,
9398,1774,25.5,2,cm below,
9399,1774,26.5,2,cm below,
9400,1774,27.5,4,cm below,
9401,1774,28.5,3,cm below,
9402,1774,29.5,6,cm below,
9403,1774,30.5,3,cm below,
9404,1774,31.5,10,cm below,
9405,1774,32.5,6,cm below,
9406,1774,33.5,10,cm below,
9407,1774,34.5,12,cm below,
9408,1775,13.5,1,cm below,
9409,1775,15.5,1,cm below,
9410,1775,18.5,3,cm below,
9411,1775,19.5,1,cm below,
9412,1775,20.5,3,cm below,
9413,1775,21.5,4,cm below,
9414,1775,22.5,5,cm below,
9415,1775,23.5,11,cm below,
9416,1775,24.5,19,cm below,
9417,1776,23.5,1,cm below,
9418,1776,24.5,3,cm below,
9419,1776,28.5,1,cm below,
9420,1776,31.5,1,cm below,
9421,1776,32.5,1,cm below,
9422,1776,33.5,1,cm below,
9423,1777,23.5,3,cm below,
9424,1777,24.5,1,cm below,
9425,1778,19.5,2,cm below,
9426,1778,20.5,4,cm below,
9427,1778,21.5,10,cm below,
9428,1778,22.5,18,cm below,
9429,1778,23.5,16,cm below,
9430,1778,24.5,30,cm below,
9431,1778,25.5,36,cm below,
9432,1779,35.5,14,cm below,
9433,1779,36.5,31,cm below,
9434,1779,37.5,8,cm below,
9435,1779,38.5,14,cm below,
9436,1779,39.5,12,cm below,
9437,1779,40.5,12,cm below,
9438,1779,41.5,14,cm below,
9439,1779,42.5,17,cm below,
9440,1779,43.5,5,cm below,
9441,1779,44.5,4,cm below,
9442,1779,45.5,6,cm below,
9443,1779,46.5,2,cm below,
9444,1779,47.5,6,cm below,
9445,1779,48.5,2,cm below,
9446,1779,49.5,1,cm below,
9447,1779,50.5,2,cm below,
9448,1779,51.5,1,cm below,
9449,1779,52.5,1,cm below,
9450,1779,53.5,1,cm below,
9451,1779,55.5,5,cm below,
9452,1779,56.5,4,cm below,
9453,1779,57.5,6,cm below,
9454,1779,58.5,7,cm below,
9455,1779,59.5,6,cm below,
9456,1779,60.5,4,cm below,
9457,1779,61.5,9,cm below,
9458,1779,62.5,4,cm below,
9459,1779,63.5,7,cm below,
9460,1779,64.5,9,cm below,
9461,1779,65.5,3,cm below,
9462,1779,66.5,2,cm below,
9463,1779,67.5,7,cm below,
9464,1779,68.5,3,cm below,
9465,1779,69.5,3,cm below,
9466,1779,70.5,2,cm below,
9467,1779,71.5,1,cm below,
9468,1779,72.5,2,cm below,
9469,1779,73.5,1,cm below,
9470,1779,74.5,3,cm below,
9471,1779,75.5,1,cm below,
9472,1779,76.5,2,cm below,
9473,1779,77.5,2,cm below,
9474,1779,78.5,1,cm below,
9475,1779,79.5,2,cm below,
9476,1779,80.5,1,cm below,
9477,1779,83.5,1,cm below,
9478,1779,85.5,1,cm below,
9479,1779,86.5,1,cm below,
9480,1779,88.5,1,cm below,
9481,1780,25.5,8,cm below,
9482,1780,26.5,6,cm below,
9483,1780,27.5,4,cm below,
9484,1780,28.5,5,cm below,
9485,1780,29.5,4,cm below,
9486,1780,30.5,2,cm below,
9487,1780,31.5,2,cm below,
9488,1780,32.5,1,cm below,
9489,1780,35.5,1,cm below,
9490,1781,35.5,1,cm below,
9491,1782,12.25,2,1/2 cm,
9492,1782,12.75,1,1/2 cm,
9493,1782,13.25,3,1/2 cm,
9494,1782,13.75,2,1/2 cm,
9495,1782,14.25,4,1/2 cm,
9496,1782,15.75,2,1/2 cm,
9497,1782,17.25,1,1/2 cm,
9498,1782,18.25,1,1/2 cm,
9499,1782,18.75,2,1/2 cm,
9500,1782,19.25,2,1/2 cm,
9501,1782,19.75,1,1/2 cm,
9502,1783,24.5,1,cm below,
9503,1783,26.5,1,cm below,
9504,1783,27.5,1,cm below,
9505,1783,29.5,2,cm below,
9506,1783,30.5,2,cm below,
9507,1783,31.5,7,cm below,
9508,1783,32.5,10,cm below,
9509,1783,33.5,11,cm below,
9510,1783,34.5,10,cm below,
9511,1784,21.5,2,cm below,
9512,1784,22.5,2,cm below,
9513,1784,23.5,3,cm below,
9514,1784,24.5,3,cm below,
9515,1785,25.5,2,cm below,
9516,1785,34.5,1,cm below,
9517,1786,81.5,1,cm below,
9518,1787,34.5,1,cm below,
9519,1787,35.5,1,cm below,
9520,1788,19.5,1,cm below,
9521,1788,21.5,1,cm below,
9522,1788,23.5,2,cm below,
9523,1788,24.5,3,cm below,
9524,1788,25.5,4,cm below,
9525,1788,26.5,4,cm below,
9526,1788,27.5,1,cm below,
9527,1788,29.5,1,cm below,
9528,1788,32.5,1,cm below,
9529,1789,54.5,1,cm below,
9530,1790,12.25,1,1/2 cm,
9531,1790,12.75,2,1/2 cm,
9532,1791,35.5,3,cm below,
9533,1791,36.5,1,cm below,
9534,1791,37.5,1,cm below,
9535,1791,38.5,6,cm below,
9536,1791,39.5,11,cm below,
9537,1791,40.5,13,cm below,
9538,1791,41.5,12,cm below,
9539,1791,42.5,16,cm below,
9540,1791,43.5,4,cm below,
9541,1791,44.5,11,cm below,
9542,1791,45.5,13,cm below,
9543,1791,46.5,7,cm below,
9544,1791,47.5,19,cm below,
9545,1791,48.5,8,cm below,
9546,1791,49.5,8,cm below,
9547,1791,50.5,12,cm below,
9548,1791,51.5,11,cm below,
9549,1791,52.5,7,cm below,
9550,1791,53.5,2,cm below,
9551,1791,54.5,6,cm below,
9552,1791,55.5,3,cm below,
9553,1791,56.5,4,cm below,
9554,1791,57.5,1,cm below,
9555,1791,58.5,1,cm below,
9556,1791,60.5,1,cm below,
9557,1792,25.5,85,cm below,
9558,1792,26.5,54,cm below,
9559,1792,27.5,34,cm below,
9560,1792,28.5,17,cm below,
9561,1792,29.5,14,cm below,
9562,1792,30.5,7,cm below,
9563,1792,31.5,2,cm below,
9564,1792,33.5,1,cm below,
9565,1792,34.5,1,cm below,
9566,1792,35.5,1,cm below,
9567,1793,35.5,6,cm below,
9568,1793,36.5,7,cm below,
9569,1793,37.5,4,cm below,
9570,1793,38.5,6,cm below,
9571,1793,39.5,3,cm below,
9572,1793,40.5,1,cm below,
9573,1793,41.5,2,cm below,
9574,1793,42.5,2,cm below,
9575,1794,25.5,6,cm below,
9576,1794,26.5,2,cm below,
9577,1794,27.5,4,cm below,
9578,1794,28.5,2,cm below,
9579,1794,30.5,2,cm below,
9580,1794,31.5,2,cm below,
9581,1794,32.5,2,cm below,
9582,1794,34.5,5,cm below,
9583,1794,35.5,1,cm below,
9584,1794,36.5,2,cm below,
9585,1794,37.5,1,cm below,
9586,1794,39.5,3,cm below,
9587,1794,40.5,3,cm below,
9588,1794,41.5,2,cm below,
9589,1794,43.5,1,cm below,
9590,1795,26.5,18,cm below,
9591,1795,27.5,15,cm below,
9592,1795,28.5,5,cm below,
9593,1795,29.5,10,cm below,
9594,1795,30.5,5,cm below,
9595,1795,31.5,7,cm below,
9596,1795,32.5,6,cm below,
9597,1795,33.5,2,cm below,
9598,1795,35.5,2,cm below,
9599,1796,21.5,1,cm below,
9600,1797,14.5,1,cm below,
9601,1797,19.5,1,cm below,
9602,1797,20.5,4,cm below,
9603,1797,21.5,2,cm below,
9604,1797,22.5,5,cm below,
9605,1797,23.5,2,cm below,
9606,1797,24.5,6,cm below,
9607,1797,25.5,5,cm below,
9608,1797,26.5,5,cm below,
9609,1797,27.5,1,cm below,
9610,1797,28.5,2,cm below,
9611,1797,31.5,1,cm below,
9612,1797,32.5,2,cm below,
9613,1797,33.5,2,cm below,
9614,1797,34.5,1,cm below,
9615,1798,29.5,3,cm below,
9616,1798,30.5,4,cm below,
9617,1798,31.5,2,cm below,
9618,1798,32.5,1,cm below,
9619,1799,17.5,1,cm below,
9620,1799,19.5,3,cm below,
9621,1799,20.5,8,cm below,
9622,1799,21.5,21,cm below,
9623,1799,22.5,28,cm below,
9624,1799,23.5,49,cm below,
9625,1799,24.5,73,cm below,
9626,1800,13.5,2,cm below,
9627,1800,14.5,1,cm below,
9628,1800,15.5,1,cm below,
9629,1800,16.5,1,cm below,
9630,1800,17.5,2,cm below,
9631,1800,18.5,2,cm below,
9632,1800,20.5,1,cm below,
9633,1800,24.5,2,cm below,
9634,1800,28.5,1,cm below,
9635,1800,29.5,2,cm below,
9636,1800,30.5,5,cm below,
9637,1800,31.5,6,cm below,
9638,1800,32.5,6,cm below,
9639,1800,33.5,8,cm below,
9640,1800,34.5,5,cm below,
9641,1801,19.5,1,cm below,
9642,1801,23.5,3,cm below,
9643,1801,24.5,1,cm below,
9644,1802,16.5,1,cm below,
9645,1802,21.5,3,cm below,
9646,1802,22.5,1,cm below,
9647,1802,23.5,7,cm below,
9648,1802,24.5,12,cm below,
9649,1802,25.5,19,cm below,
9650,1803,25.5,1,cm below,
9651,1804,35.5,2,cm below,
9652,1804,36.5,2,cm below,
9653,1804,38.5,1,cm below,
9654,1804,40.5,3,cm below,
9655,1804,41.5,3,cm below,
9656,1804,45.5,1,cm below,
9657,1804,47.5,1,cm below,
9658,1804,49.5,1,cm below,
9659,1804,50.5,2,cm below,
9660,1805,25.5,22,cm below,
9661,1805,26.5,14,cm below,
9662,1805,27.5,20,cm below,
9663,1805,28.5,13,cm below,
9664,1805,29.5,18,cm below,
9665,1805,30.5,7,cm below,
9666,1805,31.5,11,cm below,
9667,1805,32.5,12,cm below,
9668,1805,33.5,7,cm below,
9669,1805,34.5,13,cm below,
9670,1805,35.5,6,cm below,
9671,1805,36.5,9,cm below,
9672,1805,37.5,8,cm below,
9673,1805,39.5,2,cm below,
9674,1805,40.5,1,cm below,
9675,1805,41.5,1,cm below,
9676,1805,42.5,2,cm below,
9677,1805,43.5,1,cm below,
9678,1806,26.5,37,cm below,
9679,1806,27.5,45,cm below,
9680,1806,28.5,30,cm below,
9681,1806,29.5,19,cm below,
9682,1806,30.5,16,cm below,
9683,1806,31.5,13,cm below,
9684,1806,32.5,7,cm below,
9685,1806,33.5,3,cm below,
9686,1806,34.5,2,cm below,
9687,1806,35.5,2,cm below,
9688,1806,36.5,2,cm below,
9689,1806,39.5,1,cm below,
9690,1806,40.5,1,cm below,
9691,1807,15.5,1,cm below,
9692,1808,31.5,2,cm below,
9693,1808,34.5,4,cm below,
9694,1809,15.5,1,cm below,
9695,1809,16.5,2,cm below,
9696,1809,17.5,1,cm below,
9697,1809,18.5,3,cm below,
9698,1809,19.5,11,cm below,
9699,1809,20.5,38,cm below,
9700,1809,21.5,51,cm below,
9701,1809,22.5,111,cm below,
9702,1809,23.5,101,cm below,
9703,1809,24.5,127,cm below,
9704,1809,25.5,129,cm below,
9705,1809,26.5,97,cm below,
9706,1809,27.5,66,cm below,
9707,1809,28.5,52,cm below,
9708,1809,29.5,30,cm below,
9709,1809,30.5,30,cm below,
9710,1809,31.5,12,cm below,
9711,1809,32.5,3,cm below,
9712,1809,33.5,12,cm below,
9713,1809,34.5,2,cm below,
9714,1810,14.5,2,cm below,
9715,1810,17.5,1,cm below,
9716,1810,18.5,1,cm below,
9717,1810,19.5,1,cm below,
9718,1810,20.5,2,cm below,
9719,1810,21.5,2,cm below,
9720,1810,22.5,1,cm below,
9721,1810,23.5,3,cm below,
9722,1810,24.5,1,cm below,
9723,1810,26.5,4,cm below,
9724,1810,27.5,3,cm below,
9725,1810,28.5,2,cm below,
9726,1810,29.5,4,cm below,
9727,1810,30.5,1,cm below,
9728,1810,31.5,2,cm below,
9729,1811,19.5,2,cm below,
9730,1811,20.5,1,cm below,
9731,1811,21.5,2,cm below,
9732,1811,22.5,5,cm below,
9733,1811,23.5,8,cm below,
9734,1811,24.5,18,cm below,
9735,1812,18.5,2,cm below,
9736,1812,19.5,2,cm below,
9737,1812,20.5,4,cm below,
9738,1812,21.5,18,cm below,
9739,1812,22.5,19,cm below,
9740,1812,23.5,35,cm below,
9741,1812,24.5,37,cm below,
9742,1812,25.5,46,cm below,
9743,1813,23.5,2,cm below,
9744,1813,26.5,1,cm below,
9745,1817,17.5,3,cm below,
9746,1817,18.5,5,cm below,
9747,1817,19.5,9,cm below,
9748,1817,20.5,16,cm below,
9749,1817,21.5,13,cm below,
9750,1817,22.5,11,cm below,
9751,1817,23.5,17,cm below,
9752,1817,24.5,18,cm below,
9753,1817,25.5,16,cm below,
9754,1817,26.5,12,cm below,
9755,1817,27.5,7,cm below,
9756,1817,28.5,4,cm below,
9757,1817,29.5,4,cm below,
9758,1817,30.5,3,cm below,
9759,1817,31.5,4,cm below,
9760,1817,32.5,1,cm below,
9761,1817,33.5,7,cm below,
9762,1817,34.5,2,cm below,
9763,1820,16.25,1,1/2 cm,
9764,1820,16.75,3,1/2 cm,
9765,1820,17.25,5,1/2 cm,
9766,1820,17.75,4,1/2 cm,
9767,1820,18.25,5,1/2 cm,
9768,1820,18.75,4,1/2 cm,
9769,1820,19.25,2,1/2 cm,
9770,1820,19.75,3,1/2 cm,
9771,1820,20.25,1,1/2 cm,
9772,1820,20.75,2,1/2 cm,
9773,1820,21.25,5,1/2 cm,
9774,1820,21.75,11,1/2 cm,
9775,1820,22.25,9,1/2 cm,
9776,1820,22.75,16,1/2 cm,
9777,1820,23.25,14,1/2 cm,
9778,1820,23.75,30,1/2 cm,
9779,1820,24.25,30,1/2 cm,
9780,1820,24.75,26,1/2 cm,
9781,1820,25.25,29,1/2 cm,
9782,1820,25.75,32,1/2 cm,
9783,1820,26.25,38,1/2 cm,
9784,1820,26.75,27,1/2 cm,
9785,1820,27.25,31,1/2 cm,
9786,1820,27.75,26,1/2 cm,
9787,1820,28.25,20,1/2 cm,
9788,1820,28.75,14,1/2 cm,
9789,1820,29.25,12,1/2 cm,
9790,1820,29.75,7,1/2 cm,
9791,1820,30.25,12,1/2 cm,
9792,1820,30.75,5,1/2 cm,
9793,1820,31.25,2,1/2 cm,
9794,1823,12.75,2,1/2 cm,
9795,1823,13.25,1,1/2 cm,
9796,1823,13.75,1,1/2 cm,
9797,1823,14.25,1,1/2 cm,
9798,1828,13.25,1,1/2 cm,
9799,1828,18.75,3,1/2 cm,
9800,1828,19.25,6,1/2 cm,
9801,1828,19.75,4,1/2 cm,
9802,1828,20.25,4,1/2 cm,
9803,1828,20.75,4,1/2 cm,
9804,1828,21.25,7,1/2 cm,
9805,1828,21.75,8,1/2 cm,
9806,1828,22.25,12,1/2 cm,
9807,1828,22.75,19,1/2 cm,
9808,1828,23.25,20,1/2 cm,
9809,1828,23.75,27,1/2 cm,
9810,1828,24.25,24,1/2 cm,
9811,1828,24.75,36,1/2 cm,
9812,1828,25.25,28,1/2 cm,
9813,1828,25.75,46,1/2 cm,
9814,1828,26.25,60,1/2 cm,
9815,1828,26.75,64,1/2 cm,
9816,1828,27.25,60,1/2 cm,
9817,1828,27.75,49,1/2 cm,
9818,1828,28.25,38,1/2 cm,
9819,1828,28.75,16,1/2 cm,
9820,1828,29.25,6,1/2 cm,
9821,1828,29.75,1,1/2 cm,
9822,1828,30.25,2,1/2 cm,
9823,1831,35.5,74,cm below,
9824,1831,36.5,42,cm below,
9825,1831,37.5,45,cm below,
9826,1831,38.5,29,cm below,
9827,1831,39.5,34,cm below,
9828,1831,40.5,28,cm below,
9829,1831,41.5,23,cm below,
9830,1831,42.5,18,cm below,
9831,1831,43.5,23,cm below,
9832,1831,44.5,10,cm below,
9833,1831,45.5,12,cm below,
9834,1831,46.5,6,cm below,
9835,1831,47.5,4,cm below,
9836,1831,48.5,3,cm below,
9837,1831,49.5,2,cm below,
9838,1831,50.5,2,cm below,
9839,1831,51.5,1,cm below,
9840,1831,62.5,1,cm below,
9841,1831,64.5,1,cm below,
9842,1832,25.5,3,cm below,
9843,1832,26.5,8,cm below,
9844,1832,27.5,3,cm below,
9845,1832,28.5,2,cm below,
9846,1832,29.5,1,cm below,
9847,1832,30.5,1,cm below,
9848,1832,31.5,1,cm below,
9849,1832,32.5,2,cm below,
9850,1832,33.5,1,cm below,
9851,1832,35.5,1,cm below,
9852,1832,37.5,1,cm below,
9853,1832,40.5,1,cm below,
9854,1834,15.5,1,cm below,
9855,1834,18.5,1,cm below,
9856,1835,24.5,5,cm below,
9857,1835,25.5,5,cm below,
9858,1835,26.5,8,cm below,
9859,1835,27.5,20,cm below,
9860,1835,28.5,37,cm below,
9861,1835,29.5,50,cm below,
9862,1835,30.5,45,cm below,
9863,1835,31.5,31,cm below,
9864,1835,32.5,46,cm below,
9865,1835,33.5,63,cm below,
9866,1835,34.5,58,cm below,
9867,1836,20.5,1,cm below,
9868,1836,22.5,1,cm below,
9869,1837,24.5,1,cm below,
9870,1837,25.5,2,cm below,
9871,1837,26.5,3,cm below,
9872,1837,27.5,2,cm below,
9873,1837,28.5,1,cm below,
9874,1837,31.5,2,cm below,
9875,1838,17.5,1,cm below,
9876,1838,22.5,1,cm below,
9877,1838,23.5,6,cm below,
9878,1838,24.5,4,cm below,
9879,1839,16.5,2,cm below,
9880,1839,17.5,1,cm below,
9881,1839,18.5,1,cm below,
9882,1839,19.5,4,cm below,
9883,1839,21.5,1,cm below,
9884,1839,22.5,1,cm below,
9885,1840,38.5,1,cm below,
9886,1843,35.5,1,cm below,
9887,1844,26.5,2,cm below,
9888,1847,16.5,1,cm below,
9889,1847,17.5,2,cm below,
9890,1847,18.5,1,cm below,
9891,1847,19.5,2,cm below,
9892,1847,20.5,1,cm below,
9893,1847,21.5,1,cm below,
9894,1847,35.5,1,cm below,
9895,1848,13.5,1,cm below,
9896,1848,14.5,1,cm below,
9897,1848,18.5,1,cm below,
9898,1848,20.5,1,cm below,
9899,1848,24.5,2,cm below,
9900,1848,26.5,1,cm below,
9901,1849,16.5,1,cm below,
9902,1849,17.5,1,cm below,
9903,1850,17.5,1,cm below,
9904,1853,17.25,1,1/2 cm,
9905,1853,17.75,4,1/2 cm,
9906,1853,18.25,2,1/2 cm,
9907,1853,18.75,8,1/2 cm,
9908,1853,19.25,12,1/2 cm,
9909,1853,19.75,13,1/2 cm,
9910,1853,20.25,18,1/2 cm,
9911,1853,20.75,22,1/2 cm,
9912,1853,21.25,19,1/2 cm,
9913,1853,21.75,33,1/2 cm,
9914,1853,22.25,53,1/2 cm,
9915,1853,22.75,37,1/2 cm,
9916,1853,23.25,40,1/2 cm,
9917,1853,23.75,33,1/2 cm,
9918,1853,24.25,42,1/2 cm,
9919,1853,24.75,31,1/2 cm,
9920,1853,25.25,52,1/2 cm,
9921,1853,25.75,38,1/2 cm,
9922,1853,26.25,41,1/2 cm,
9923,1853,26.75,43,1/2 cm,
9924,1853,27.25,35,1/2 cm,
9925,1853,27.75,25,1/2 cm,
9926,1853,28.25,14,1/2 cm,
9927,1853,28.75,6,1/2 cm,
9928,1853,29.25,6,1/2 cm,
9929,1853,29.75,2,1/2 cm,
9930,1853,30.75,2,1/2 cm,
9931,1857,15.5,1,cm below,
9932,1857,16.5,1,cm below,
9933,1857,17.5,1,cm below,
9934,1857,18.5,2,cm below,
9935,1857,19.5,2,cm below,
9936,1858,13.5,1,cm below,
9937,1858,15.5,1,cm below,
9938,1858,16.5,3,cm below,
9939,1858,17.5,3,cm below,
9940,1858,18.5,4,cm below,
9941,1858,19.5,8,cm below,
9942,1858,20.5,4,cm below,
9943,1858,21.5,2,cm below,
9944,1859,24.5,1,cm below,
9945,1861,35.5,14,cm below,
9946,1861,36.5,14,cm below,
9947,1861,37.5,15,cm below,
9948,1861,38.5,4,cm below,
9949,1861,39.5,6,cm below,
9950,1861,40.5,7,cm below,
9951,1861,41.5,4,cm below,
9952,1861,42.5,2,cm below,
9953,1861,44.5,1,cm below,
9954,1861,45.5,2,cm below,
9955,1861,46.5,1,cm below,
9956,1862,35.5,1,cm below,
9957,1862,40.5,1,cm below,
9958,1863,26.5,1,cm below,
9959,1863,27.5,2,cm below,
9960,1863,28.5,1,cm below,
9961,1863,30.5,1,cm below,
9962,1867,19.5,2,cm below,
9963,1868,24.5,1,cm below,
9964,1868,25.5,1,cm below,
9965,1868,26.5,4,cm below,
9966,1868,27.5,3,cm below,
9967,1868,28.5,4,cm below,
9968,1868,29.5,9,cm below,
9969,1868,30.5,10,cm below,
9970,1868,31.5,18,cm below,
9971,1868,32.5,22,cm below,
9972,1868,33.5,7,cm below,
9973,1868,34.5,18,cm below,
9974,1869,20.5,2,cm below,
9975,1869,21.5,1,cm below,
9976,1869,22.5,11,cm below,
9977,1869,23.5,15,cm below,
9978,1869,24.5,44,cm below,
9979,1869,25.5,54,cm below,
9980,1869,26.5,56,cm below,
9981,1869,27.5,61,cm below,
9982,1869,28.5,37,cm below,
9983,1869,29.5,32,cm below,
9984,1869,30.5,16,cm below,
9985,1869,31.5,7,cm below,
9986,1869,32.5,4,cm below,
9987,1869,33.5,3,cm below,
9988,1869,34.5,1,cm below,
9989,1870,27.5,1,cm below,
9990,1871,20.5,1,cm below,
9991,1871,22.5,1,cm below,
9992,1871,23.5,2,cm below,
9993,1873,21.5,1,cm below,
9994,1873,22.5,1,cm below,
9995,1873,32.5,2,cm below,
9996,1873,33.5,5,cm below,
9997,1873,34.5,6,cm below,
9998,1873,35.5,6,cm below,
9999,1873,36.5,9,cm below,
10000,1873,37.5,9,cm below,
10001,1873,38.5,5,cm below,
10002,1873,39.5,8,cm below,
10003,1873,40.5,6,cm below,
10004,1875,35.5,3,cm below,
10005,1875,36.5,1,cm below,
10006,1875,37.5,4,cm below,
10007,1875,38.5,6,cm below,
10008,1875,39.5,1,cm below,
10009,1875,40.5,5,cm below,
10010,1875,41.5,4,cm below,
10011,1875,42.5,2,cm below,
10012,1875,43.5,1,cm below,
10013,1876,39.5,1,cm below,
10014,1877,25.5,2,cm below,
10015,1877,26.5,3,cm below,
10016,1877,27.5,1,cm below,
10017,1877,28.5,1,cm below,
10018,1877,30.5,2,cm below,
10019,1877,31.5,1,cm below,
10020,1877,32.5,2,cm below,
10021,1878,63.5,1,cm below,
10022,1880,17.5,1,cm below,
10023,1880,18.5,1,cm below,
10024,1880,20.5,1,cm below,
10025,1881,26.5,2,cm below,
10026,1881,27.5,5,cm below,
10027,1881,28.5,3,cm below,
10028,1881,29.5,8,cm below,
10029,1881,30.5,2,cm below,
10030,1881,31.5,5,cm below,
10031,1881,32.5,10,cm below,
10032,1881,33.5,6,cm below,
10033,1881,34.5,5,cm below,
10034,1882,24.5,6,cm below,
10035,1882,25.5,5,cm below,
10036,1882,26.5,3,cm below,
10037,1882,27.5,3,cm below,
10038,1882,28.5,4,cm below,
10039,1883,20.5,1,cm below,
10040,1883,22.5,1,cm below,
10041,1883,23.5,2,cm below,
10042,1883,24.5,2,cm below,
10043,1884,17.5,1,cm below,
10044,1885,19.5,1,cm below,
10045,1885,36.5,2,cm below,
10046,1885,37.5,1,cm below,
10047,1885,38.5,2,cm below,
10048,1885,41.5,1,cm below,
10049,1886,35.5,2,cm below,
10050,1886,45.5,1,cm below,
10051,1886,46.5,1,cm below,
10052,1886,47.5,1,cm below,
10053,1886,48.5,1,cm below,
10054,1886,50.5,2,cm below,
10055,1886,51.5,1,cm below,
10056,1886,52.5,1,cm below,
10057,1886,53.5,2,cm below,
10058,1886,54.5,4,cm below,
10059,1886,55.5,3,cm below,
10060,1886,56.5,4,cm below,
10061,1886,57.5,4,cm below,
10062,1886,58.5,9,cm below,
10063,1886,59.5,2,cm below,
10064,1886,60.5,10,cm below,
10065,1886,61.5,8,cm below,
10066,1886,62.5,1,cm below,
10067,1886,63.5,7,cm below,
10068,1886,64.5,6,cm below,
10069,1886,65.5,2,cm below,
10070,1886,66.5,5,cm below,
10071,1886,67.5,5,cm below,
10072,1886,68.5,2,cm below,
10073,1886,69.5,2,cm below,
10074,1886,70.5,4,cm below,
10075,1886,71.5,3,cm below,
10076,1886,72.5,3,cm below,
10077,1886,73.5,2,cm below,
10078,1886,74.5,2,cm below,
10079,1886,78.5,1,cm below,
10080,1887,26.5,1,cm below,
10081,1887,27.5,3,cm below,
10082,1887,28.5,6,cm below,
10083,1887,29.5,8,cm below,
10084,1887,30.5,4,cm below,
10085,1887,31.5,4,cm below,
10086,1887,32.5,3,cm below,
10087,1887,33.5,1,cm below,
10088,1887,34.5,1,cm below,
10089,1888,35.5,3,cm below,
10090,1888,37.5,1,cm below,
10091,1889,28.5,4,cm below,
10092,1889,29.5,4,cm below,
10093,1889,30.5,4,cm below,
10094,1889,31.5,8,cm below,
10095,1889,32.5,9,cm below,
10096,1889,33.5,7,cm below,
10097,1889,34.5,11,cm below,
10098,1889,35.5,10,cm below,
10099,1889,36.5,5,cm below,
10100,1889,37.5,6,cm below,
10101,1889,38.5,3,cm below,
10102,1889,39.5,1,cm below,
10103,1889,40.5,2,cm below,
10104,1889,41.5,1,cm below,
10105,1889,44.5,1,cm below,
10106,1890,27.5,1,cm below,
10107,1890,28.5,3,cm below,
10108,1890,29.5,1,cm below,
10109,1890,30.5,9,cm below,
10110,1890,31.5,9,cm below,
10111,1890,32.5,4,cm below,
10112,1890,33.5,7,cm below,
10113,1890,34.5,8,cm below,
10114,1890,35.5,2,cm below,
10115,1890,36.5,9,cm below,
