eunr;luea;reisenr;area;zone;statistical_rectangle;year;quarter;month;geraet;masche;species;harbour;vessel_length_class;sum_fangkg_fangnr_ort_monat;avg_trip_price;official_landings_value;target_species;metier
DEU000010619;8.6;19010453;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;PLN;DEHDF;8-<10;3;3.14;9.42;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010453;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;TRS;DEHDF;8-<10;8;6.57;52.56;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010457;27.3.d.24;DEU;37G3;2019;2;4;GNS;110;COD;DEHDF;8-<10;73;2.53;184.69;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19010457;27.3.d.24;DEU;37G3;2019;2;4;GNS;110;FPP;DEHDF;8-<10;4;5.26;21.04;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19010460;27.3.d.24;DEU;37G3;2019;2;4;GNS;110;COD;DEHDF;8-<10;29;2.53;73.37;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19014808;27.3.d.24;DEU;37G3;2019;2;4;GNS;110;COD;DEHDF;8-<10;61;2.53;154.33;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19014808;27.3.d.24;DEU;37G3;2019;2;4;GNS;110;FPE;DEHDF;8-<10;25;1.58;39.5;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19014808;27.3.d.24;DEU;37G3;2019;2;4;GNS;110;FPP;DEHDF;8-<10;15;5.26;78.9;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19014808;27.3.d.24;DEU;37G3;2019;2;4;GNS;110;SAL;DEHDF;8-<10;4;14;56;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19014808;27.3.d.24;DEU;37G3;2019;2;4;GNS;110;TUR;DEHDF;8-<10;8;6.74;53.92;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19016196;27.3.d.24;DEU;37G3;2019;2;5;GNS;220;TUR;DEHDF;8-<10;16;7.03;112.48;TUR;GNS_DEF_>=157_0_0
DEU000010619;8.6;19016198;27.3.d.24;DEU;37G3;2019;2;5;GNS;220;TUR;DEHDF;8-<10;24;7.03;168.72;TUR;GNS_DEF_>=157_0_0
DEU000010619;8.6;19016201;27.3.d.24;DEU;37G3;2019;2;5;GNS;220;TUR;DEHDF;8-<10;24;7.03;168.72;TUR;GNS_DEF_>=157_0_0
DEU000010619;8.6;19016203;27.3.d.24;DEU;37G3;2019;2;5;GNS;220;COD;DEHDF;8-<10;18;2.54;45.72;TUR;GNS_DEF_>=157_0_0
DEU000010619;8.6;19016203;27.3.d.24;DEU;37G3;2019;2;5;GNS;220;TUR;DEHDF;8-<10;19;7.03;133.57;TUR;GNS_DEF_>=157_0_0
DEU000010619;8.6;19016205;27.3.d.24;DEU;37G3;2019;2;5;GNS;110;COD;DEHDF;8-<10;11;2.54;27.94;FRO;GNS_FWS_>0_0_0
DEU000010619;8.6;19016205;27.3.d.24;DEU;37G3;2019;2;5;GNS;110;FRO;DEHDF;8-<10;60;0.4;24;FRO;GNS_FWS_>0_0_0
DEU000010619;8.6;19016207;27.3.d.24;DEU;37G3;2019;2;5;GNS;220;TUR;DEHDF;8-<10;22;7.03;154.66;TUR;GNS_DEF_>=157_0_0
DEU000010619;8.6;19016210;27.3.d.24;DEU;37G3;2019;2;5;GNS;110;COD;DEHDF;8-<10;7;2.54;17.78;COD;GNS_FWS_>0_0_0
DEU000010619;8.6;19016210;27.3.d.24;DEU;37G3;2019;2;5;GNS;110;FPP;DEHDF;8-<10;7;4.97;34.79;COD;GNS_FWS_>0_0_0
DEU000010619;8.6;19016212;27.3.d.24;DEU;37G3;2019;2;5;GNS;110;COD;DEHDF;8-<10;26;2.54;66.04;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19016214;27.3.d.24;DEU;37G3;2019;2;5;GNS;220;FLE;DEHDF;8-<10;10;1.14;11.4;TUR;GNS_DEF_>=157_0_0
DEU000010619;8.6;19016214;27.3.d.24;DEU;37G3;2019;2;5;GNS;220;TUR;DEHDF;8-<10;22;7.03;154.66;TUR;GNS_DEF_>=157_0_0
DEU000010619;8.6;19019648;27.3.d.24;DEU;37G3;2019;2;6;GNS;130;FLE;DEHDF;8-<10;40;1.09;43.6;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19019651;27.3.d.24;DEU;37G3;2019;2;6;GNS;130;FLE;DEHDF;8-<10;22;1.09;23.98;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19019654;27.3.d.24;DEU;37G3;2019;2;6;GNS;130;FLE;DEHDF;8-<10;50;1.09;54.5;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19019656;27.3.d.24;DEU;37G3;2019;2;6;GNS;140;FLE;DEHDF;8-<10;21;1.09;22.89;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19022686;27.3.d.24;DEU;37G3;2019;3;7;GNS;140;FLE;DEHDF;8-<10;24;1.21;29.04;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19022689;27.3.d.24;DEU;37G3;2019;3;7;GNS;130;FLE;DEHDF;8-<10;29;1.21;35.09;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19022692;27.3.d.24;DEU;37G3;2019;3;7;GNS;140;FLE;DEHDF;8-<10;34;1.21;41.14;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19024239;27.3.d.24;DEU;37G3;2019;3;7;LLS;;ELE;DEHDF;8-<10;14;13.26;185.64;ELE;LLS_CAT_0_0_0
DEU000010619;8.6;19024239;27.3.d.24;DEU;37G3;2019;3;7;LLS;;FLE;DEHDF;8-<10;7;1.11;7.77;ELE;LLS_CAT_0_0_0
DEU000010619;8.6;19024239;27.3.d.24;DEU;37G3;2019;3;7;LLS;;FPE;DEHDF;8-<10;5;1.55;7.75;ELE;LLS_CAT_0_0_0
DEU000010619;8.6;19025324;27.3.d.24;DEU;37G3;2019;3;7;GNS;140;FLE;DEHDF;8-<10;18;1.21;21.78;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19031016;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;FLE;DEHDF;8-<10;92;0.8;73.6;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19031016;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;PLE;DEHDF;8-<10;42;2.03;85.26;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19031016;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;TRS;DEHDF;8-<10;10;5.66;56.6;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19031019;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;FLE;DEHDF;8-<10;35;0.8;28;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19033951;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;FLE;DEHDF;8-<10;27;0.8;21.6;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19033951;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;TUR;DEHDF;8-<10;4;4.15;16.6;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19033954;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;FLE;DEHDF;8-<10;32;0.8;25.6;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19033954;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;TUR;DEHDF;8-<10;7;4.15;29.05;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19033957;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;FLE;DEHDF;8-<10;28;0.8;22.4;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19033957;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;TUR;DEHDF;8-<10;4;4.15;16.6;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19036686;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;FLE;DEHDF;8-<10;31;0.8;24.8;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19036686;27.3.d.24;DEU;37G3;2019;3;9;GNS;140;TUR;DEHDF;8-<10;7;4.15;29.05;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19036692;27.3.d.24;DEU;37G3;2019;4;10;GNS;140;FLE;DEHDF;8-<10;27;1.09;29.43;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19036692;27.3.d.24;DEU;37G3;2019;4;10;GNS;140;TUR;DEHDF;8-<10;4;5.09;20.36;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19037820;27.3.d.24;DEU;37G3;2019;4;10;GNS;140;COD;DEHDF;8-<10;7;2.1;14.7;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19037820;27.3.d.24;DEU;37G3;2019;4;10;GNS;140;FLE;DEHDF;8-<10;27;1.09;29.43;FLE;GNS_DEF_110-156_0_0
DEU000010619;8.6;19037828;27.3.d.24;DEU;37G3;2019;4;10;GNS;110;COD;DEHDF;8-<10;14;2.1;29.4;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19037828;27.3.d.24;DEU;37G3;2019;4;10;GNS;110;FPE;DEHDF;8-<10;4;1.77;7.08;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19037834;27.3.d.24;DEU;37G3;2019;4;10;GNS;110;COD;DEHDF;8-<10;11;2.1;23.1;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19037834;27.3.d.24;DEU;37G3;2019;4;10;GNS;110;PLN;DEHDF;8-<10;5;2.63;13.15;COD;GNS_DEF_110-156_0_0
DEU000010619;8.6;19045374;27.3.d.24;DEU;37G3;2019;4;12;GNS;120;TRS;DEHDF;8-<10;2;6.44;12.88;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19045377;27.3.d.24;DEU;37G3;2019;4;12;GNS;120;TRS;DEHDF;8-<10;3;6.44;19.32;TRS;GNS_ANA_>=157_0_0
DEU000010621;6;19002225;27.3.d.24;DEU;37G4;2019;1;1;GNS;;FPP;DEAHC;<8;2;4.5;9;FPP;GNS_FWS_>0_0_0
DEU000010621;6;19002225;27.3.d.24;DEU;37G4;2019;1;1;GNS;;PLN;DEAHC;<8;2;1;2;FPP;GNS_FWS_>0_0_0
DEU000010621;6;19002225;27.3.d.24;DEU;37G4;2019;1;1;GNS;;TRS;DEAHC;<8;1;4;4;FPP;GNS_FWS_>0_0_0
DEU000010621;6;19024896;27.3.d.24;DEU;37G3;2019;3;7;GNS;;ELE;DEUEC;<8;42;10.6;445;ELE;GNS_CAT_>0_0_0
DEU000010621;6;19024896;27.3.d.24;DEU;37G3;2019;3;7;GNS;;FPE;DEUEC;<8;5;2;10;ELE;GNS_CAT_>0_0_0
DEU000010621;6;19024896;27.3.d.24;DEU;37G3;2019;3;7;GNS;;FPI;DEUEC;<8;12;3;36;ELE;GNS_CAT_>0_0_0
DEU000010621;6;19024896;27.3.d.24;DEU;37G3;2019;3;7;GNS;;FRO;DEUEC;<8;14;0.29;4;ELE;GNS_CAT_>0_0_0
DEU000010633;8.4;19010462;27.3.d.24;DEU;36G4;2019;1;3;GNS;100;FPP;DEUSD;8-<10;3;5.04;15.12;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19010464;27.3.d.24;DEU;36G4;2019;1;3;GNS;100;FPP;DEUSD;8-<10;4;5.04;20.16;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19010468;27.3.d.24;DEU;36G4;2019;1;3;GNS;100;FPP;DEUSD;8-<10;2;5.04;10.08;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19014196;27.3.d.24;DEU;36G4;2019;2;4;GNS;100;FPP;DEUSD;8-<10;4;5.26;21.04;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19014199;27.3.d.24;DEU;36G4;2019;2;4;GNS;100;FPP;DEUSD;8-<10;4;5.26;21.04;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19014202;27.3.d.24;DEU;36G4;2019;2;4;GNS;100;FPP;DEUSD;8-<10;11;5.26;57.86;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19014205;27.3.d.24;DEU;36G4;2019;2;4;GNS;100;FPP;DEUSD;8-<10;5;5.26;26.3;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19014208;27.3.d.24;DEU;36G4;2019;2;4;GNS;100;FPP;DEUSD;8-<10;13;5.26;68.38;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19014210;27.3.d.24;DEU;36G4;2019;2;4;GNS;100;FPP;DEUSD;8-<10;22;5.26;115.72;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19014212;27.3.d.24;DEU;36G4;2019;2;4;GNS;100;FPP;DEUSD;8-<10;9;5.26;47.34;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19014214;27.3.d.24;DEU;36G4;2019;2;4;GNS;100;FPP;DEUSD;8-<10;6;5.26;31.56;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19014216;27.3.d.24;DEU;36G4;2019;2;4;GNS;100;FPP;DEUSD;8-<10;14;5.26;73.64;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19014218;27.3.d.24;DEU;36G4;2019;2;4;GNS;100;FPP;DEUSD;8-<10;6;5.26;31.56;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19022120;27.3.d.24;DEU;36G4;2019;2;6;FPN;28;ELE;DEUSD;8-<10;4;14;56;ELE;FPN_CAT_>0_0_0
DEU000010633;8.4;19022127;27.3.d.24;DEU;36G4;2019;2;6;FPN;28;ELE;DEUSD;8-<10;5;14;70;ELE;FPN_CAT_>0_0_0
DEU000010633;8.4;19022132;27.3.d.24;DEU;36G4;2019;2;6;FPN;28;ELE;DEUSD;8-<10;3;14;42;ELE;FPN_CAT_>0_0_0
DEU000010633;8.4;19022137;27.3.d.24;DEU;36G4;2019;3;7;FPN;28;FPI;DEUSD;8-<10;5;1.95;9.75;FPI;FPN_FWS_>0_0_0
DEU000010633;8.4;19023230;27.3.d.24;DEU;36G4;2019;3;7;FPN;28;FPP;DEUSD;8-<10;2;4.99;9.98;FPP;FPN_FWS_>0_0_0
DEU000010633;8.4;19023234;27.3.d.24;DEU;36G4;2019;3;7;FPN;28;ELE;DEUSD;8-<10;5;14;70;ELE;FPN_CAT_>0_0_0
DEU000010633;8.4;19025882;27.3.d.24;DEU;36G4;2019;3;8;FPN;28;ELE;DEUSD;8-<10;5;14;70;ELE;FPN_CAT_>0_0_0
DEU000010633;8.4;19028561;27.3.d.24;DEU;36G4;2019;3;8;FPN;28;FPE;DEUSD;8-<10;5;9.31;46.55;FPE;FPN_FWS_>0_0_0
DEU000010633;8.4;19031112;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;FPE;DEUSD;8-<10;3;4.07;12.21;FPE;FPN_FWS_>0_0_0
DEU000010633;8.4;19031112;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;FPP;DEUSD;8-<10;2;4.99;9.98;FPE;FPN_FWS_>0_0_0
DEU000010633;8.4;19031114;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;FPE;DEUSD;8-<10;3;4.07;12.21;FPE;FPN_FWS_>0_0_0
DEU000010633;8.4;19031116;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;ELE;DEUSD;8-<10;2;14;28;ELE;FPN_CAT_>0_0_0
DEU000010633;8.4;19031118;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;FPE;DEUSD;8-<10;3;4.07;12.21;FPE;FPN_FWS_>0_0_0
DEU000010633;8.4;19031121;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;ELE;DEUSD;8-<10;2;14;28;ELE;FPN_CAT_>0_0_0
DEU000010633;8.4;19031124;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;FPP;DEUSD;8-<10;2;4.99;9.98;FPP;FPN_FWS_>0_0_0
DEU000010633;8.4;19032911;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;FPP;DEUSD;8-<10;5;4.99;24.95;FPP;FPN_FWS_>0_0_0
DEU000010633;8.4;19032914;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;ELE;DEUSD;8-<10;2;14;28;ELE;FPN_CAT_>0_0_0
DEU000010633;8.4;19034180;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;FPP;DEUSD;8-<10;3;4.99;14.97;FPP;FPN_FWS_>0_0_0
DEU000010633;8.4;19034182;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;FPE;DEUSD;8-<10;3;4.07;12.21;FPE;FPN_FWS_>0_0_0
DEU000010633;8.4;19034182;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;FPP;DEUSD;8-<10;2;4.99;9.98;FPE;FPN_FWS_>0_0_0
DEU000010633;8.4;19034184;27.3.d.24;DEU;36G4;2019;3;9;FPN;28;FPE;DEUSD;8-<10;3;4.07;12.21;FPE;FPN_FWS_>0_0_0
DEU000010633;8.4;19034192;27.3.d.24;DEU;36G4;2019;4;10;FPN;28;FPP;DEUSD;8-<10;2;3.44;6.88;FPP;FPN_FWS_>0_0_0
DEU000010633;8.4;19041134;27.3.d.24;DEU;36G4;2019;4;10;FPN;28;ELE;DEUSD;8-<10;2;14;28;FPI;FPN_FWS_>0_0_0
DEU000010633;8.4;19041134;27.3.d.24;DEU;36G4;2019;4;10;FPN;28;FPE;DEUSD;8-<10;2;3.05;6.1;FPI;FPN_FWS_>0_0_0
DEU000010633;8.4;19041134;27.3.d.24;DEU;36G4;2019;4;10;FPN;28;FPI;DEUSD;8-<10;3;2.02;6.06;FPI;FPN_FWS_>0_0_0
DEU000010633;8.4;19044610;27.3.d.24;DEU;36G4;2019;4;11;GNS;100;FPP;DEUSD;8-<10;4;3.96;15.84;FPP;GNS_FWS_>0_0_0
DEU000010633;8.4;19045399;27.3.d.24;DEU;36G4;2019;4;12;GNS;100;FPE;DEUSD;8-<10;4;2;8;FPE;GNS_FWS_>0_0_0
DEU000010633;8.4;19045399;27.3.d.24;DEU;36G4;2019;4;12;GNS;100;FPP;DEUSD;8-<10;4;4.07;16.28;FPE;GNS_FWS_>0_0_0
DEU000010633;8.4;19045402;27.3.d.24;DEU;36G4;2019;4;12;GNS;100;FPP;DEUSD;8-<10;4;4.07;16.28;FPP;GNS_FWS_>0_0_0
DEU000010637;11.59;19001017;27.3.d.24;DEU;38G3;2019;1;1;OTB;120;COD;DESH2;10-<12;293;1.68;493.38;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19001017;27.3.d.24;DEU;38G3;2019;1;1;OTB;120;FLE;DESH2;10-<12;725;0.75;543.75;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19001017;27.3.d.24;DEU;38G3;2019;1;1;OTB;120;PLE;DESH2;10-<12;45;1.61;72.45;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19001637;27.3.d.24;DEU;38G3;2019;1;1;GNS;130;FPI;DENOZ;10-<12;18;3.9;70.2;FPI;GNS_FWS_>0_0_0
DEU000010637;11.59;19008262;27.3.d.24;DEU;38G3;2019;1;3;PTB;32;COD;DESH2;10-<12;5;1.09;5.45;HER;PTB_SPF_32-104_0_0
DEU000010637;11.59;19008262;27.3.d.24;DEU;38G3;2019;1;3;PTB;32;HER;DESH2;10-<12;5578;0.5;2788.75;HER;PTB_SPF_32-104_0_0
DEU000010637;11.59;19010528;27.3.d.24;DEU;38G3;2019;1;3;PTB;32;COD;DESH2;10-<12;10;1.09;10.9;HER;PTB_SPF_32-104_0_0
DEU000010637;11.59;19010528;27.3.d.24;DEU;38G3;2019;1;3;PTB;32;HER;DESH2;10-<12;3231;0.6;1938.6;HER;PTB_SPF_32-104_0_0
DEU000010637;11.59;19010532;27.3.d.24;DEU;38G3;2019;1;3;PTB;32;COD;DESH2;10-<12;10;1.09;10.9;HER;PTB_SPF_32-104_0_0
DEU000010637;11.59;19010532;27.3.d.24;DEU;38G3;2019;1;3;PTB;32;HER;DESH2;10-<12;10850;0.34;3688.83;HER;PTB_SPF_32-104_0_0
DEU000010637;11.59;19010539;27.3.d.24;DEU;38G3;2019;1;3;PTB;32;COD;DESH2;10-<12;10;1.09;10.9;HER;PTB_SPF_32-104_0_0
DEU000010637;11.59;19010539;27.3.d.24;DEU;38G3;2019;1;3;PTB;32;HER;DESH2;10-<12;6124;0.34;2081.99;HER;PTB_SPF_32-104_0_0
DEU000010637;11.59;19010541;27.3.d.24;DEU;38G3;2019;1;3;PTB;32;COD;DESH2;10-<12;10;1.09;10.9;HER;PTB_SPF_32-104_0_0
DEU000010637;11.59;19010541;27.3.d.24;DEU;38G3;2019;1;3;PTB;32;HER;DESH2;10-<12;4251;0.26;1111.74;HER;PTB_SPF_32-104_0_0
DEU000010637;11.59;19012673;27.3.d.24;DEU;38G3;2019;2;4;OTB;120;COD;DESH2;10-<12;175;1.05;183.3;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19012673;27.3.d.24;DEU;38G3;2019;2;4;OTB;120;FLE;DESH2;10-<12;625;0.41;256.25;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19012673;27.3.d.24;DEU;38G3;2019;2;4;OTB;120;PLE;DESH2;10-<12;450;2.28;1026;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19012674;27.3.d.24;DEU;38G3;2019;2;5;OTB;120;COD;DESH2;10-<12;29;1.59;46.25;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19012674;27.3.d.24;DEU;38G3;2019;2;5;OTB;120;FLE;DESH2;10-<12;100;0.3;30;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19012674;27.3.d.24;DEU;38G3;2019;2;5;OTB;120;PLE;DESH2;10-<12;175;1.38;241.5;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19016717;27.3.d.24;DEU;38G3;2019;2;5;GNS;60;GAR;DENOZ;10-<12;34;2;68;GAR;GNS_SPF_32-109_0_0
DEU000010637;11.59;19016719;27.3.d.24;DEU;38G3;2019;2;5;OTB;120;COD;DESH2;10-<12;263;1.54;405;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19016719;27.3.d.24;DEU;38G3;2019;2;5;OTB;120;FLE;DESH2;10-<12;150;0.35;52.5;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19016719;27.3.d.24;DEU;38G3;2019;2;5;OTB;120;PLE;DESH2;10-<12;450;1.6;720;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19016720;27.3.d.24;DEU;38G3;2019;2;6;OTB;120;COD;DESH2;10-<12;12;2.96;35.5;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19016720;27.3.d.24;DEU;38G3;2019;2;6;OTB;120;FLE;DESH2;10-<12;225;0.35;78.75;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19016720;27.3.d.24;DEU;38G3;2019;2;6;OTB;120;PLE;DESH2;10-<12;750;1.6;1200;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19019804;27.3.d.24;DEU;38G3;2019;2;6;GNS;120;FPE;DENOZ;10-<12;10;1.67;16.7;FPI;GNS_FWS_>0_0_0
DEU000010637;11.59;19019804;27.3.d.24;DEU;38G3;2019;2;6;GNS;120;FPI;DENOZ;10-<12;15;2.88;43.2;FPI;GNS_FWS_>0_0_0
DEU000010637;11.59;19022808;27.3.d.24;DEU;38G3;2019;3;7;OTB;120;COD;DESH2;10-<12;12;2.71;32.5;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19022808;27.3.d.24;DEU;38G3;2019;3;7;OTB;120;FLE;DESH2;10-<12;1150;0.3;345;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19022808;27.3.d.24;DEU;38G3;2019;3;7;OTB;120;PLE;DESH2;10-<12;425;1.74;739.5;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19024296;27.3.d.24;DEU;38G3;2019;3;7;GNS;120;FPE;DENOZ;10-<12;25;4;100;FPE;GNS_FWS_>0_0_0
DEU000010637;11.59;19024296;27.3.d.24;DEU;38G3;2019;3;7;GNS;120;FPI;DENOZ;10-<12;20;1.2;24;FPE;GNS_FWS_>0_0_0
DEU000010637;11.59;19025040;27.3.d.24;DEU;38G3;2019;3;7;FPO;28;ELE;DENOZ;10-<12;15;14;210;ELE;FPO_CAT_>0_0_0
DEU000010637;11.59;19025042;27.3.d.24;DEU;37G3;2019;3;7;FPO;28;ELE;DENOZ;10-<12;25;14;350;ELE;FPO_CAT_>0_0_0
DEU000010637;11.59;19026091;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;DAB;DESH2;10-<12;50;0.66;33;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19026091;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;FLE;DESH2;10-<12;250;0.33;82.5;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19026091;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;PLE;DESH2;10-<12;250;1.76;440;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19028934;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;DAB;DESH2;10-<12;100;0.84;84;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19028934;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;FLE;DESH2;10-<12;300;0.28;84;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19028934;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;PLE;DESH2;10-<12;300;1.81;543;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19028935;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;DAB;DESH2;10-<12;50;0.6;30;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19028935;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;FLE;DESH2;10-<12;325;0.31;100.75;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19028935;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;PLE;DESH2;10-<12;575;1.74;1000.5;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19028936;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;DAB;DESH2;10-<12;10;0.6;6;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19028936;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;FLE;DESH2;10-<12;125;0.31;38.75;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19028936;27.3.d.24;DEU;38G3;2019;3;8;OTB;120;PLE;DESH2;10-<12;125;1.74;217.5;FLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19032786;27.3.d.24;DEU;38G3;2019;3;9;GNS;120;FPE;DENOZ;10-<12;30;2;60;FPE;GNS_FWS_>0_0_0
DEU000010637;11.59;19032786;27.3.d.24;DEU;38G3;2019;3;9;GNS;120;FPI;DENOZ;10-<12;14;2.11;29.54;FPE;GNS_FWS_>0_0_0
DEU000010637;11.59;19032788;27.3.d.24;DEU;38G3;2019;3;9;OTB;120;DAB;DESH2;10-<12;75;0.54;40.5;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19032788;27.3.d.24;DEU;38G3;2019;3;9;OTB;120;FLE;DESH2;10-<12;435;0.46;200.1;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19032788;27.3.d.24;DEU;38G3;2019;3;9;OTB;120;PLE;DESH2;10-<12;685;2.34;1602.9;PLE;OTB_DEF_>=105_1_120
DEU000010637;11.59;19033994;27.3.d.24;DEU;38G3;2019;3;9;OTB;120;DAB;DESH2;10-<12;20;0.54;10.8;PLE;OTB_DEF_>=105_1_120
